Total bytes: 82024 (80.1 KB), 1.885 bpb, 1.884 bps w/ no header, Normalized Dissimilarity Rate: 0.942721
Total bytes: 82094 (80.2 KB), 1.887 bpb, 1.885 bps w/ no header, Normalized Dissimilarity Rate: 0.943525
Total bytes: 82080 (80.2 KB), 1.887 bpb, 1.884 bps w/ no header, Normalized Dissimilarity Rate: 0.943364
Total bytes: 82104 (80.2 KB), 1.887 bpb, 1.884 bps w/ no header, Normalized Dissimilarity Rate: 0.94364
Total bytes: 107603 (105.1 KB), 1.872 bpb, 1.871 bps w/ no header, Normalized Dissimilarity Rate: 0.935833
Total bytes: 107642 (105.1 KB), 1.872 bpb, 1.871 bps w/ no header, Normalized Dissimilarity Rate: 0.936172
Total bytes: 107457 (104.9 KB), 1.869 bpb, 1.868 bps w/ no header, Normalized Dissimilarity Rate: 0.934563
Total bytes: 107472 (105.0 KB), 1.869 bpb, 1.868 bps w/ no header, Normalized Dissimilarity Rate: 0.934694
Total bytes: 107523 (105.0 KB), 1.87 bpb, 1.869 bps w/ no header, Normalized Dissimilarity Rate: 0.935137
Total bytes: 107413 (104.9 KB), 1.868 bpb, 1.866 bps w/ no header, Normalized Dissimilarity Rate: 0.93418
Total bytes: 107415 (104.9 KB), 1.868 bpb, 1.866 bps w/ no header, Normalized Dissimilarity Rate: 0.934198
Total bytes: 118464 (115.7 KB), 1.872 bpb, 1.871 bps w/ no header, Normalized Dissimilarity Rate: 0.935818
Total bytes: 118489 (115.7 KB), 1.872 bpb, 1.871 bps w/ no header, Normalized Dissimilarity Rate: 0.936015
Total bytes: 118446 (115.7 KB), 1.871 bpb, 1.87 bps w/ no header, Normalized Dissimilarity Rate: 0.935676
Total bytes: 118450 (115.7 KB), 1.871 bpb, 1.87 bps w/ no header, Normalized Dissimilarity Rate: 0.935707
Total bytes: 118474 (115.7 KB), 1.872 bpb, 1.87 bps w/ no header, Normalized Dissimilarity Rate: 0.935897
Total bytes: 118433 (115.7 KB), 1.871 bpb, 1.869 bps w/ no header, Normalized Dissimilarity Rate: 0.935573
Total bytes: 118466 (115.7 KB), 1.872 bpb, 1.87 bps w/ no header, Normalized Dissimilarity Rate: 0.935834
Total bytes: 308702 (301.5 KB), 1.825 bpb, 1.824 bps w/ no header, Normalized Dissimilarity Rate: 0.912387
Total bytes: 308766 (301.5 KB), 1.825 bpb, 1.825 bps w/ no header, Normalized Dissimilarity Rate: 0.912576
Total bytes: 308653 (301.4 KB), 1.824 bpb, 1.824 bps w/ no header, Normalized Dissimilarity Rate: 0.912242
Total bytes: 308608 (301.4 KB), 1.824 bpb, 1.824 bps w/ no header, Normalized Dissimilarity Rate: 0.912109
Total bytes: 308641 (301.4 KB), 1.824 bpb, 1.824 bps w/ no header, Normalized Dissimilarity Rate: 0.912207
Total bytes: 308666 (301.4 KB), 1.825 bpb, 1.824 bps w/ no header, Normalized Dissimilarity Rate: 0.91228
Total bytes: 308683 (301.4 KB), 1.825 bpb, 1.824 bps w/ no header, Normalized Dissimilarity Rate: 0.912331
Total bytes: 620595 (606.0 KB), 1.772 bpb, 1.772 bps w/ no header, Normalized Dissimilarity Rate: 0.8861
Total bytes: 621573 (607.0 KB), 1.775 bpb, 1.775 bps w/ no header, Normalized Dissimilarity Rate: 0.887496
Total bytes: 620647 (606.1 KB), 1.772 bpb, 1.772 bps w/ no header, Normalized Dissimilarity Rate: 0.886174
Total bytes: 620156 (605.6 KB), 1.771 bpb, 1.771 bps w/ no header, Normalized Dissimilarity Rate: 0.885473
Total bytes: 619874 (605.3 KB), 1.77 bpb, 1.77 bps w/ no header, Normalized Dissimilarity Rate: 0.88507
Total bytes: 619897 (605.4 KB), 1.77 bpb, 1.77 bps w/ no header, Normalized Dissimilarity Rate: 0.885103
Total bytes: 619891 (605.4 KB), 1.77 bpb, 1.77 bps w/ no header, Normalized Dissimilarity Rate: 0.885095
Total bytes: 639633 (624.6 KB), 1.777 bpb, 1.777 bps w/ no header, Normalized Dissimilarity Rate: 0.888459
Total bytes: 640639 (625.6 KB), 1.78 bpb, 1.78 bps w/ no header, Normalized Dissimilarity Rate: 0.889857
Total bytes: 639695 (624.7 KB), 1.777 bpb, 1.777 bps w/ no header, Normalized Dissimilarity Rate: 0.888545
Total bytes: 639048 (624.1 KB), 1.775 bpb, 1.775 bps w/ no header, Normalized Dissimilarity Rate: 0.887647
Total bytes: 638508 (623.5 KB), 1.774 bpb, 1.774 bps w/ no header, Normalized Dissimilarity Rate: 0.886897
Total bytes: 638540 (623.6 KB), 1.774 bpb, 1.774 bps w/ no header, Normalized Dissimilarity Rate: 0.886941
Total bytes: 638540 (623.6 KB), 1.774 bpb, 1.774 bps w/ no header, Normalized Dissimilarity Rate: 0.886941
Total bytes: 50965 (49.8 KB), 1.948 bpb, 1.946 bps w/ no header, Normalized Dissimilarity Rate: 0.97399
