Total bytes: 5454325 (5.2 MB), 1.786 bpb, 1.786 bps w/ no header, Normalized Dissimilarity Rate: 0.892895
Total bytes: 5545215 (5.3 MB), 1.816 bpb, 1.816 bps w/ no header, Normalized Dissimilarity Rate: 0.907774
Total bytes: 5436378 (5.2 MB), 1.78 bpb, 1.78 bps w/ no header, Normalized Dissimilarity Rate: 0.889957
Total bytes: 5302933 (5.1 MB), 1.736 bpb, 1.736 bps w/ no header, Normalized Dissimilarity Rate: 0.868111
Total bytes: 5033160 (4.8 MB), 1.648 bpb, 1.648 bps w/ no header, Normalized Dissimilarity Rate: 0.823948
Total bytes: 533358 (520.9 KB), 1.897 bpb, 1.897 bps w/ no header, Normalized Dissimilarity Rate: 0.948409
Total bytes: 534143 (521.6 KB), 1.9 bpb, 1.899 bps w/ no header, Normalized Dissimilarity Rate: 0.949805
Total bytes: 530219 (517.8 KB), 1.886 bpb, 1.885 bps w/ no header, Normalized Dissimilarity Rate: 0.942827
Total bytes: 527040 (514.7 KB), 1.874 bpb, 1.874 bps w/ no header, Normalized Dissimilarity Rate: 0.937174
Total bytes: 524459 (512.2 KB), 1.865 bpb, 1.865 bps w/ no header, Normalized Dissimilarity Rate: 0.932585
Total bytes: 290205 (283.4 KB), 1.931 bpb, 1.931 bps w/ no header, Normalized Dissimilarity Rate: 0.96545
Total bytes: 290283 (283.5 KB), 1.931 bpb, 1.931 bps w/ no header, Normalized Dissimilarity Rate: 0.96571
Total bytes: 289142 (282.4 KB), 1.924 bpb, 1.923 bps w/ no header, Normalized Dissimilarity Rate: 0.961914
Total bytes: 288465 (281.7 KB), 1.919 bpb, 1.919 bps w/ no header, Normalized Dissimilarity Rate: 0.959662
Total bytes: 288115 (281.4 KB), 1.917 bpb, 1.916 bps w/ no header, Normalized Dissimilarity Rate: 0.958497
Total bytes: 1270800 (1.2 MB), 1.912 bpb, 1.912 bps w/ no header, Normalized Dissimilarity Rate: 0.955959
Total bytes: 1269537 (1.2 MB), 1.91 bpb, 1.91 bps w/ no header, Normalized Dissimilarity Rate: 0.955009
Total bytes: 1262794 (1.2 MB), 1.9 bpb, 1.9 bps w/ no header, Normalized Dissimilarity Rate: 0.949936
Total bytes: 1256685 (1.2 MB), 1.891 bpb, 1.891 bps w/ no header, Normalized Dissimilarity Rate: 0.945341
Total bytes: 1253638 (1.2 MB), 1.886 bpb, 1.886 bps w/ no header, Normalized Dissimilarity Rate: 0.943049
Total bytes: 612083 (597.7 KB), 1.84 bpb, 1.84 bps w/ no header, Normalized Dissimilarity Rate: 0.91992
Total bytes: 619963 (605.4 KB), 1.864 bpb, 1.863 bps w/ no header, Normalized Dissimilarity Rate: 0.931763
Total bytes: 602501 (588.4 KB), 1.811 bpb, 1.811 bps w/ no header, Normalized Dissimilarity Rate: 0.905519
Total bytes: 586465 (572.7 KB), 1.763 bpb, 1.763 bps w/ no header, Normalized Dissimilarity Rate: 0.881418
Total bytes: 572756 (559.3 KB), 1.722 bpb, 1.721 bps w/ no header, Normalized Dissimilarity Rate: 0.860814
Total bytes: 1149452 (1.1 MB), 1.942 bpb, 1.942 bps w/ no header, Normalized Dissimilarity Rate: 0.970939
Total bytes: 1149565 (1.1 MB), 1.942 bpb, 1.942 bps w/ no header, Normalized Dissimilarity Rate: 0.971035
Total bytes: 1145326 (1.1 MB), 1.935 bpb, 1.935 bps w/ no header, Normalized Dissimilarity Rate: 0.967454
Total bytes: 1140276 (1.1 MB), 1.926 bpb, 1.926 bps w/ no header, Normalized Dissimilarity Rate: 0.963188
Total bytes: 1137037 (1.1 MB), 1.921 bpb, 1.921 bps w/ no header, Normalized Dissimilarity Rate: 0.960453
Total bytes: 1066445 (1.0 MB), 1.949 bpb, 1.949 bps w/ no header, Normalized Dissimilarity Rate: 0.974458
Total bytes: 1065303 (1.0 MB), 1.947 bpb, 1.947 bps w/ no header, Normalized Dissimilarity Rate: 0.973415
Total bytes: 1063228 (1.0 MB), 1.943 bpb, 1.943 bps w/ no header, Normalized Dissimilarity Rate: 0.971519
Total bytes: 1061224 (1.0 MB), 1.939 bpb, 1.939 bps w/ no header, Normalized Dissimilarity Rate: 0.969688
Total bytes: 1060130 (1.0 MB), 1.937 bpb, 1.937 bps w/ no header, Normalized Dissimilarity Rate: 0.968688
Total bytes: 4100132 (3.9 MB), 1.799 bpb, 1.799 bps w/ no header, Normalized Dissimilarity Rate: 0.899372
Total bytes: 4301709 (4.1 MB), 1.887 bpb, 1.887 bps w/ no header, Normalized Dissimilarity Rate: 0.943588
Total bytes: 4090417 (3.9 MB), 1.794 bpb, 1.794 bps w/ no header, Normalized Dissimilarity Rate: 0.897241
Total bytes: 3880498 (3.7 MB), 1.702 bpb, 1.702 bps w/ no header, Normalized Dissimilarity Rate: 0.851194
Total bytes: 3655493 (3.5 MB), 1.604 bpb, 1.604 bps w/ no header, Normalized Dissimilarity Rate: 0.801839
Total bytes: 501676 (489.9 KB), 1.876 bpb, 1.875 bps w/ no header, Normalized Dissimilarity Rate: 0.937793
Total bytes: 504052 (492.2 KB), 1.884 bpb, 1.884 bps w/ no header, Normalized Dissimilarity Rate: 0.942235
Total bytes: 498538 (486.9 KB), 1.864 bpb, 1.864 bps w/ no header, Normalized Dissimilarity Rate: 0.931927
Total bytes: 494505 (482.9 KB), 1.849 bpb, 1.849 bps w/ no header, Normalized Dissimilarity Rate: 0.924388
Total bytes: 492491 (480.9 KB), 1.841 bpb, 1.841 bps w/ no header, Normalized Dissimilarity Rate: 0.920624
Total bytes: 670461 (654.7 KB), 1.913 bpb, 1.913 bps w/ no header, Normalized Dissimilarity Rate: 0.956343
Total bytes: 670373 (654.7 KB), 1.912 bpb, 1.912 bps w/ no header, Normalized Dissimilarity Rate: 0.956218
Total bytes: 668355 (652.7 KB), 1.907 bpb, 1.906 bps w/ no header, Normalized Dissimilarity Rate: 0.953339
Total bytes: 666037 (650.4 KB), 1.9 bpb, 1.9 bps w/ no header, Normalized Dissimilarity Rate: 0.950033
Total bytes: 663940 (648.4 KB), 1.894 bpb, 1.894 bps w/ no header, Normalized Dissimilarity Rate: 0.947042
Total bytes: 3099439 (3.0 MB), 1.916 bpb, 1.916 bps w/ no header, Normalized Dissimilarity Rate: 0.957845
Total bytes: 3105396 (3.0 MB), 1.919 bpb, 1.919 bps w/ no header, Normalized Dissimilarity Rate: 0.959686
Total bytes: 3093400 (3.0 MB), 1.912 bpb, 1.912 bps w/ no header, Normalized Dissimilarity Rate: 0.955979
Total bytes: 3073907 (2.9 MB), 1.9 bpb, 1.9 bps w/ no header, Normalized Dissimilarity Rate: 0.949955
Total bytes: 3040208 (2.9 MB), 1.879 bpb, 1.879 bps w/ no header, Normalized Dissimilarity Rate: 0.93954
Total bytes: 3491869 (3.3 MB), 1.861 bpb, 1.861 bps w/ no header, Normalized Dissimilarity Rate: 0.930694
